state,district,period,enrolment_count,demographic_update_count,biometric_update_count,UIS,total_updates,rolling_updates,historical_avg,RIS,BSS,period_dt,TSD,TSD_raw,TSD_norm
Andaman & Nicobar Islands,South Andaman,2025-05,2,7.0,6.0,0.00025146040465782044,13.0,9.666666666666666,18.0,0.045234127967509294,0.46153846153846156,2025-05-01,-0.2874006244647553,-0.2874006244647553,0.20375193466576672
Andaman & Nicobar Islands,South Andaman,2025-08,1,7.0,8.0,0.0005802932415180472,15.0,12.0,18.0,0.05615271058035637,0.5333333333333333,2025-08-01,-0.17244037467885318,-0.17244037467885318,0.22908376676182773
Andaman & Nicobar Islands,South Andaman,2025-11,2,5.0,8.0,0.00025146040465782044,13.0,13.666666666666666,18.0,0.06395169816096141,0.6153846153846154,2025-11-01,-0.2874006244647553,-0.2874006244647553,0.20375193466576672
Andaman & Nicobar Islands,South Andaman,2025-12,1,1.0,11.0,0.0004642345932144377,12.0,13.333333333333334,18.0,0.06239190064484042,0.9166666666666666,2025-12-01,-0.34488074935770635,-0.34488074935770635,0.1910860186177362
Andaman & Nicobar Islands,South Andaman,NaT,9,36.0,21.0,0.00024501270197428655,57.0,27.333333333333332,18.0,0.12790339632192282,0.3684210526315789,,2.241724870825091,2.241724870825091,0.761052240779109
Andaman And Nicobar Islands,Nicobar,2025-01,12,3.0,1027.0,0.0033205668820199363,1030.0,1030.0,142.55555555555554,0.6085763371939636,0.9970873786407767,2025-01-01,2.662439167393731,2.662439167393731,0.8537578841726932
Andaman And Nicobar Islands,Nicobar,2025-02,5,0.0,36.0,0.00027854075592866263,36.0,533.0,142.55555555555554,0.314923483227556,1.0,2025-02-01,-0.31967937417435677,-0.31967937417435677,0.19663921640500076
Andaman And Nicobar Islands,Nicobar,2025-03,2,15.0,26.0,0.0007930674300746644,41.0,369.0,142.55555555555554,0.21802394992676952,0.6341463414634146,2025-03-01,-0.304678777888803,-0.304678777888803,0.19994464229920444
Andaman And Nicobar Islands,Nicobar,2025-04,4,7.0,13.0,0.0001934310805060157,20.0,32.333333333333336,142.55555555555554,0.01910417628084611,0.65,2025-04-01,-0.3676812822881288,-0.3676812822881288,0.18606185354354896
Andaman And Nicobar Islands,Nicobar,2025-08,2,4.0,20.0,0.0004642345932144377,24.0,28.333333333333332,142.55555555555554,0.016740773029607414,0.8333333333333334,2025-08-01,-0.35568080525968576,-0.35568080525968576,0.1887061942589119
Andaman And Nicobar Islands,Nicobar,2025-09,2,1.0,15.0,0.00030948972880962515,16.0,20.0,142.55555555555554,0.01181701625619347,0.9375,2025-09-01,-0.3796817593165718,-0.3796817593165718,0.18341751282818602
Andaman And Nicobar Islands,Nicobar,2025-10,5,0.0,24.0,0.00018569383728577507,24.0,21.333333333333332,142.55555555555554,0.0126048173399397,1.0,2025-10-01,-0.35568080525968576,-0.35568080525968576,0.1887061942589119
Andaman And Nicobar Islands,Nicobar,2025-12,2,4.0,12.0,0.00030948972880962515,16.0,18.666666666666668,142.55555555555554,0.011029215172447239,0.75,2025-12-01,-0.3796817593165718,-0.3796817593165718,0.18341751282818602
Andaman And Nicobar Islands,Nicobar,NaT,20,25.0,51.0,0.00014700762118457193,76.0,38.666666666666664,142.55555555555554,0.022846231428640704,0.6710526315789473,,-0.1996746038899267,-0.1996746038899267,0.22308262355863023
Andaman And Nicobar Islands,North And Middle Andaman,2025-01,4,447.0,4090.0,0.04387984061278966,4537.0,4537.0,536.2,0.7126953969686969,0.9014767467489531,2025-01-01,2.8376222454026463,2.8376222454026463,0.8923599951324174
Andaman And Nicobar Islands,North And Middle Andaman,2025-02,3,4.0,42.0,0.0005931886468851148,46.0,2291.5,536.2,0.3599606572964004,0.9130434782608695,2025-02-01,-0.34768106996010234,-0.34768106996010234,0.19046895966521005
Andaman And Nicobar Islands,North And Middle Andaman,2025-03,5,49.0,29.0,0.000603504971178769,78.0,1553.6666666666667,536.2,0.24405798584020985,0.3717948717948718,2025-03-01,-0.32498463128461624,-0.32498463128461624,0.19547018726150275
Andaman And Nicobar Islands,North And Middle Andaman,2025-04,3,8.0,19.0,0.0003481759449108283,27.0,50.333333333333336,536.2,0.007906620008983413,0.7037037037037037,2025-04-01,-0.36115708042367217,-0.36115708042367217,0.18749948077991124
Andaman And Nicobar Islands,North And Middle Andaman,2025-05,1,4.0,25.0,0.0011219002669348912,29.0,44.666666666666664,536.2,0.007016470736448856,0.8620689655172413,2025-05-01,-0.3597385530064543,-0.3597385530064543,0.18781205750467952
Andaman And Nicobar Islands,North And Middle Andaman,2025-08,3,18.0,34.0,0.0006705610790875211,52.0,36.0,536.2,0.005655065966690122,0.6538461538461539,2025-08-01,-0.34342548770844866,-0.34342548770844866,0.19140668983951495
Andaman And Nicobar Islands,North And Middle Andaman,2025-09,8,0.0,67.0,0.0003239970598475763,67.0,49.333333333333336,536.2,0.00774953484324202,1.0,2025-09-01,-0.3327865320793146,-0.3327865320793146,0.19375101527527713
Andaman And Nicobar Islands,North And Middle Andaman,2025-10,4,3.0,79.0,0.0007930674300746644,82.0,67.0,536.2,0.010524706104673284,0.9634146341463414,2025-10-01,-0.3221475764501805,-0.3221475764501805,0.19609534071103937
Andaman And Nicobar Islands,North And Middle Andaman,2025-11,1,10.0,40.0,0.001934310805060157,50.0,66.33333333333333,536.2,0.010419982660845688,0.8,2025-11-01,-0.34484401512566654,-0.34484401512566654,0.19109411311474664
Andaman And Nicobar Islands,North And Middle Andaman,NaT,23,109.0,285.0,0.0006627117019075669,394.0,175.33333333333334,536.2,0.027542265726657453,0.7233502538071066,,-0.10085729936419127,-0.10085729936419127,0.24485730977489345
Andaman And Nicobar Islands,South Andaman,2025-01,6,28.0,6177.0,0.04000799515132759,6205.0,6205.0,722.7272727272727,0.723151558615514,0.9954875100725221,2025-01-01,3.005711653616391,3.005711653616391,0.9293989949077903
Andaman And Nicobar Islands,South Andaman,2025-02,1,25.0,77.0,0.00394599404232272,102.0,3153.5,722.7272727272727,0.36751949074843243,0.7549019607843137,2025-02-01,-0.3403200260491289,-0.3403200260491289,0.19209098752920462
Andaman And Nicobar Islands,South Andaman,2025-03,4,44.0,83.0,0.0012282873612131998,127.0,2144.6666666666665,722.7272727272727,0.24994666280592084,0.6535433070866141,2025-03-01,-0.3266135223637876,-0.3266135223637876,0.19511125627973136
Andaman And Nicobar Islands,South Andaman,2025-04,5,40.0,83.0,0.0009516809160895973,123.0,117.33333333333333,722.7272727272727,0.013674421092272947,0.6747967479674797,2025-04-01,-0.3288065629534422,-0.3288065629534422,0.19462801327964707
Andaman And Nicobar Islands,South Andaman,2025-05,2,44.0,60.0,0.0020116832372625635,104.0,118.0,722.7272727272727,0.013752116666660864,0.5769230769230769,2025-05-01,-0.3392235057543016,-0.3392235057543016,0.19233260902924676
Andaman And Nicobar Islands,South Andaman,2025-08,7,32.0,99.0,0.000723984901322516,131.0,119.33333333333333,722.7272727272727,0.01390750781543669,0.7557251908396947,2025-08-01,-0.32442048177413296,-0.32442048177413296,0.19559449927981565
Andaman And Nicobar Islands,South Andaman,2025-09,1,25.0,117.0,0.005493442686370846,142.0,125.66666666666667,722.7272727272727,0.01464561577212188,0.823943661971831,2025-09-01,-0.3183896201525828,-0.3183896201525828,0.19692341753004738
Andaman And Nicobar Islands,South Andaman,2025-10,3,15.0,109.0,0.0015990302655163966,124.0,132.33333333333334,722.7272727272727,0.015422571516001026,0.8790322580645161,2025-10-01,-0.3282583028060286,-0.3282583028060286,0.19474882402966814
Andaman And Nicobar Islands,South Andaman,2025-11,2,85.0,83.0,0.003249642152501064,168.0,144.66666666666666,722.7272727272727,0.01685993964217744,0.49404761904761907,2025-11-01,-0.30413485631982784,-0.30413485631982784,0.2000644970305952
Andaman And Nicobar Islands,South Andaman,2025-12,1,53.0,68.0,0.00468103214824558,121.0,137.66666666666666,722.7272727272727,0.016044136111104338,0.5619834710743802,2025-12-01,-0.3299030832482695,-0.3299030832482695,0.19438639177960496
Andaman And Nicobar Islands,South Andaman,NaT,50,245.0,358.0,0.0004665557661805099,603.0,297.3333333333333,722.7272727272727,0.03465222617700985,0.593698175787728,,-0.0656416921948891,-0.0656416921948891,0.25261717328976036
Andhra Pradesh,Adilabad,2025-01,33,1133.0,25470.0,0.031186951725463853,26603.0,26603.0,3015.4615384615386,0.7430855312772583,0.95741081832876,2025-01-01,3.260922854711184,3.260922854711184,0.9856355402111231
Andhra Pradesh,Adilabad,2025-02,62,220.0,575.0,0.0004960571258138145,795.0,13699.0,3015.4615384615386,0.3826458930559396,0.7232704402515723,2025-02-01,-0.3069736925106903,-0.3069736925106903,0.1994389510538852
Andhra Pradesh,Adilabad,2025-03,40,569.0,447.0,0.0009826298889705598,1016.0,9471.333333333334,3015.4615384615386,0.26455703348885484,0.43996062992125984,2025-03-01,-0.2764209516188725,-0.2764209516188725,0.20617133815105465
Andhra Pradesh,Adilabad,2025-04,33,502.0,343.0,0.0009906015941065652,845.0,885.3333333333334,3015.4615384615386,0.024729481274948912,0.4059171597633136,2025-04-01,-0.3000613076935369,-0.3000613076935369,0.20096211555550725
Andhra Pradesh,Adilabad,2025-05,10,79.0,157.0,0.0009129946999883942,236.0,699.0,3015.4615384615386,0.019524744816855375,0.6652542372881356,2025-05-01,-0.38425415476646474,-0.38425415476646474,0.18240997192575067
Andhra Pradesh,Adilabad,2025-06,29,143.0,296.0,0.0005856292713251096,439.0,506.6666666666667,3015.4615384615386,0.014152413982651487,0.6742596810933941,2025-06-01,-0.35618987240882216,-0.35618987240882216,0.18859401980233617
Andhra Pradesh,Adilabad,2025-07,9,170.0,1.0,0.0007350381059228597,171.0,282.0,3015.4615384615386,0.007876935677186288,0.005847953216374269,2025-07-01,-0.3932402550287641,-0.3932402550287641,0.18042985807364198
Andhra Pradesh,Adilabad,2025-08,48,259.0,497.0,0.0006093079035939495,756.0,455.3333333333333,3015.4615384615386,0.012718550987040743,0.6574074074074074,2025-08-01,-0.31236535266806986,-0.31236535266806986,0.19825088274262
Andhra Pradesh,Adilabad,2025-09,32,132.0,439.0,0.0006903071685558436,571.0,499.3333333333333,3015.4615384615386,0.013947576411849953,0.7688266199649737,2025-09-01,-0.33794117649153727,-0.33794117649153727,0.19261517408661843
Andhra Pradesh,Adilabad,2025-10,39,188.0,423.0,0.0006060840522521825,611.0,646.0,3015.4615384615386,0.01804432782788065,0.6923076923076923,2025-10-01,-0.3324112686378146,-0.3324112686378146,0.19383370568791602
Andhra Pradesh,Adilabad,2025-11,30,204.0,421.0,0.0008059628354417321,625.0,602.3333333333334,3015.4615384615386,0.016824613201744235,0.6736,2025-11-01,-0.3304758008890117,-0.3304758008890117,0.19426019174837023
Andhra Pradesh,Adilabad,2025-12,34,221.0,526.0,0.0008499589243411395,747.0,661.0,3015.4615384615386,0.018463313768156513,0.7041499330655957,2025-12-01,-0.3136095819351575,-0.3136095819351575,0.19797671313232804
Andhra Pradesh,Adilabad,NaT,462,3219.0,2567.0,0.00048449880164840123,5786.0,2386.0,3015.4615384615386,0.06664669689988115,0.44365710335292086,,0.38302055993755735,0.38302055993755735,0.35148123160579836
Andhra Pradesh,Alluri Sitharama Raju,2025-01,13,2354.0,10913.0,0.03948077146266631,13267.0,13267.0,1254.8461538461538,0.8905211315979259,0.822567272179091,2025-01-01,3.3099715543422374,3.3099715543422374,0.9964435666889533
Andhra Pradesh,Alluri Sitharama Raju,2025-02,12,32.0,104.0,0.0004384437824803023,136.0,6701.5,1254.8461538461538,0.4498249312884225,0.7647058823529411,2025-02-01,-0.30830015918433795,-0.30830015918433795,0.19914666018708174
Andhra Pradesh,Alluri Sitharama Raju,2025-03,17,79.0,60.0,0.0003163167081216021,139.0,4514.0,1254.8461538461538,0.30299332087382513,0.4316546762589928,2025-03-01,-0.30747350354953634,-0.30747350354953634,0.1993288162086723
Andhra Pradesh,Alluri Sitharama Raju,2025-04,11,41.0,80.0,0.00042554837711323456,121.0,132.0,1254.8461538461538,0.008860238891303702,0.6611570247933884,2025-04-01,-0.3124334373583459,-0.3124334373583459,0.19823588007912893
Andhra Pradesh,Alluri Sitharama Raju,2025-05,22,54.0,72.0,0.00022156651039779982,126.0,128.66666666666666,1254.8461538461538,0.00863649548495765,0.5714285714285714,2025-05-01,-0.3110556779670099,-0.3110556779670099,0.19853947344844655
Andhra Pradesh,Alluri Sitharama Raju,2025-06,15,65.0,55.0,0.00030948972880962515,120.0,122.33333333333333,1254.8461538461538,0.008211383012900149,0.4583333333333333,2025-06-01,-0.3127089892366131,-0.3127089892366131,0.19817516140526545
Andhra Pradesh,Alluri Sitharama Raju,2025-07,1,77.0,1.0,0.003017524855893845,78.0,108.0,1254.8461538461538,0.00724928636561212,0.01282051282051282,2025-07-01,-0.3242821681238354,-0.3242821681238354,0.19562497710299762
Andhra Pradesh,Alluri Sitharama Raju,2025-08,18,85.0,83.0,0.000361071350277896,168.0,122.0,1254.8461538461538,0.008189008672265543,0.49404761904761907,2025-08-01,-0.2994824990797876,-0.2994824990797876,0.20108965775071438
Andhra Pradesh,Alluri Sitharama Raju,2025-09,20,74.0,96.0,0.0003288328368602267,170.0,138.66666666666666,1254.8461538461538,0.009307725703995809,0.5647058823529412,2025-09-01,-0.2989313953232532,-0.2989313953232532,0.2012110950984414
Andhra Pradesh,Alluri Sitharama Raju,2025-10,16,76.0,79.0,0.00037477271848040543,155.0,164.33333333333334,1254.8461538461538,0.011030549932860418,0.5096774193548387,2025-10-01,-0.3030646734972612,-0.3030646734972612,0.20030031499048861
Andhra Pradesh,Alluri Sitharama Raju,2025-11,19,82.0,70.0,0.00030948972880962515,152.0,159.0,1254.8461538461538,0.010672560482706733,0.4605263157894737,2025-11-01,-0.30389132913206274,-0.30389132913206274,0.20011815896889806
Andhra Pradesh,Alluri Sitharama Raju,2025-12,31,66.0,106.0,0.00021464610223893358,172.0,159.66666666666666,1254.8461538461538,0.010717309163975943,0.6162790697674418,2025-12-01,-0.2983802915667188,-0.2983802915667188,0.20133253244616842
Andhra Pradesh,Alluri Sitharama Raju,NaT,402,1028.0,481.0,0.00014521766193212823,1509.0,611.0,1254.8461538461538,0.04101216638323153,0.31875414181577205,,0.07003256967652477,0.07003256967652477,0.2825133994016937
Andhra Pradesh,Anakapalli,2025-01,13,1667.0,3982.0,0.016810648827361274,5649.0,5649.0,632.75,0.7519715418453571,0.7049035227473889,2025-01-01,3.1268353352280385,3.1268353352280385,0.9560889574918771
Andhra Pradesh,Anakapalli,2025-02,4,63.0,31.0,0.0009091260783782738,94.0,2871.5,632.75,0.3822422167479099,0.32978723404255317,2025-02-01,-0.3358250758742299,-0.3358250758742299,0.19308146313553606
Andhra Pradesh,Anakapalli,2025-03,9,95.0,15.0,0.00047283153012581613,110.0,1951.0,632.75,0.25970905968141117,0.13636363636363635,2025-03-01,-0.3258516165443224,-0.3258516165443224,0.19527914448741748
Andhra Pradesh,Anakapalli,2025-04,7,61.0,24.0,0.00046976119551460957,85.0,96.33333333333333,632.75,0.012823495343913862,0.2823529411764706,2025-04-01,-0.34143514674730285,-0.34143514674730285,0.1918452673751027
Andhra Pradesh,Anakapalli,2025-05,3,29.0,4.0,0.00042554837711323456,33.0,76.0,632.75,0.010116806015267682,0.12121212121212122,2025-05-01,-0.3738488895695023,-0.3738488895695023,0.18470280298148803
Andhra Pradesh,Anakapalli,2025-06,9,81.0,40.0,0.0005201146831383978,121.0,79.66666666666667,632.75,0.010604897533548143,0.3305785123966942,2025-06-01,-0.3189948632550109,-0.3189948632550109,0.196790050416836
Andhra Pradesh,Anakapalli,2025-08,6,60.0,31.0,0.0005867409442015809,91.0,81.66666666666667,632.75,0.010871129270792028,0.34065934065934067,2025-08-01,-0.33769509949858756,-0.33769509949858756,0.19266939788205828
Andhra Pradesh,Anakapalli,2025-09,9,88.0,23.0,0.0004771299985815054,111.0,107.66666666666667,632.75,0.01433214185496255,0.2072072072072072,2025-09-01,-0.32522827533620313,-0.32522827533620313,0.1954164995719101
Andhra Pradesh,Anakapalli,2025-10,5,26.0,25.0,0.00039459940423227204,51.0,84.33333333333333,632.75,0.011226104920450543,0.49019607843137253,2025-10-01,-0.36262874782335636,-0.36262874782335636,0.18717519450235465
Andhra Pradesh,Anakapalli,2025-11,3,54.0,22.0,0.0009800508078971462,76.0,79.33333333333333,632.75,0.010560525577340827,0.2894736842105263,2025-11-01,-0.3470452176203758,-0.3470452176203758,0.19060907161466942
Andhra Pradesh,Anakapalli,2025-12,5,97.0,18.0,0.0008897829703276723,115.0,80.66666666666667,632.75,0.010738013402170085,0.1565217391304348,2025-12-01,-0.32273491050372627,-0.32273491050372627,0.19596591990988044
Andhra Pradesh,Anakapalli,NaT,142,932.0,125.0,0.0002879671156265614,1057.0,416.0,632.75,0.05537620134672837,0.11825922421948912,,0.26445250754457916,0.26445250754457916,0.3253544095019008
Andhra Pradesh,Anantapur,2025-01,83,6722.0,53058.0,0.027863397572649683,59780.0,59780.0,5813.7692307692305,0.8660841801376999,0.8875543660086985,2025-01-01,3.3044911919908633,3.3044911919908633,0.9952359525860861
Andhra Pradesh,Anantapur,2025-02,75,307.0,419.0,0.00037448257185964637,726.0,30253.0,5813.7692307692305,0.4383011826983245,0.5771349862258953,2025-02-01,-0.31153720336430857,-0.31153720336430857,0.19843336789859714
Andhra Pradesh,Anantapur,2025-03,82,589.0,383.0,0.0004585731957362128,972.0,20492.666666666668,5813.7692307692305,0.29689485461417153,0.3940329218106996,2025-03-01,-0.29647399028378274,-0.29647399028378274,0.2017525915893399
Andhra Pradesh,Anantapur,2025-04,59,655.0,263.0,0.0006019312945916014,918.0,872.0,5813.7692307692305,0.0126334125975255,0.28649237472766886,2025-04-01,-0.29978054925267866,-0.29978054925267866,0.20102398151088416
Andhra Pradesh,Anantapur,2025-05,23,468.0,24.0,0.0008275486226866063,492.0,794.0,5813.7692307692305,0.011503359635820238,0.04878048780487805,2025-05-01,-0.32586562556285753,-0.32586562556285753,0.19527605755862232
Andhra Pradesh,Anantapur,2025-06,71,285.0,386.0,0.00036561198597052545,671.0,693.6666666666666,5813.7692307692305,0.010049744501319024,0.5752608047690015,2025-06-01,-0.31490499490670254,-0.31490499490670254,0.19769126504091075
Andhra Pradesh,Anantapur,2025-07,2,295.0,11.0,0.005918991063484081,306.0,489.6666666666667,5813.7692307692305,0.00709422137070526,0.03594771241830065,2025-07-01,-0.33725488423349903,-0.33725488423349903,0.19276640062171926
Andhra Pradesh,Anantapur,2025-08,94,416.0,407.0,0.00033871016863074667,823.0,600.0,5813.7692307692305,0.008692715090040482,0.4945321992709599,2025-08-01,-0.30559764373499554,-0.30559764373499554,0.1997421674839713
Andhra Pradesh,Anantapur,2025-09,72,269.0,335.0,0.0003245343684045375,604.0,577.6666666666666,5813.7692307692305,0.00836915291724453,0.554635761589404,2025-09-01,-0.31900757733107343,-0.31900757733107343,0.1967872488324564
Andhra Pradesh,Anantapur,2025-10,40,281.0,320.0,0.0005812603969205772,601.0,676.0,5813.7692307692305,0.009793792334778943,0.5324459234608985,2025-10-01,-0.31919127505156764,-0.31919127505156764,0.19674677049476444
Andhra Pradesh,Anantapur,2025-11,54,607.0,343.0,0.0006805908388174627,950.0,718.3333333333334,5813.7692307692305,0.010407111677242911,0.36105263157894735,2025-11-01,-0.2978211069007403,-0.2978211069007403,0.20145575044626532
Andhra Pradesh,Anantapur,2025-12,79,682.0,319.0,0.0004901886369279031,1001.0,850.6666666666666,5813.7692307692305,0.01232433828321295,0.31868131868131866,2025-12-01,-0.29469824565233865,-0.29469824565233865,0.20214388218702908
Andhra Pradesh,Anantapur,NaT,1278,5946.0,1789.0,0.00023414544721659335,7735.0,3228.6666666666665,5813.7692307692305,0.046776465756740056,0.23128636069812541,,0.11764190428368142,0.11764190428368142,0.29300425752630416
Andhra Pradesh,Ananthapur,2025-01,29,3823.0,60825.0,0.08624091374174415,64648.0,64648.0,5544.7692307692305,0.9820500049274179,0.940864373221136,2025-01-01,3.323855785894627,3.323855785894627,0.9995029983022541
Andhra Pradesh,Ananthapur,2025-02,28,107.0,231.0,0.0004669978943645236,338.0,32493.0,5544.7692307692305,0.4935922350282544,0.6834319526627219,2025-02-01,-0.29281901866048654,-0.29281901866048654,0.20255797542983814
Andhra Pradesh,Ananthapur,2025-03,25,192.0,228.0,0.0006499284305002128,420.0,21802.0,5544.7692307692305,0.3311881915515958,0.5428571428571428,2025-03-01,-0.2882074911535122,-0.2882074911535122,0.2035741391971455
Andhra Pradesh,Ananthapur,2025-04,20,218.0,131.0,0.0006750744709659948,349.0,369.0,5544.7692307692305,0.0056053776113447785,0.3753581661891118,2025-04-01,-0.292200399116868,-0.292200399116868,0.2026942900815501
Andhra Pradesh,Ananthapur,2025-05,7,161.0,13.0,0.0009616288002299067,174.0,314.3333333333333,5544.7692307692305,0.004774951298552959,0.07471264367816093,2025-05-01,-0.3020420736744352,-0.3020420736744352,0.20052564789522337
Andhra Pradesh,Ananthapur,2025-06,30,146.0,264.0,0.0005287116200497762,410.0,311.0,5544.7692307692305,0.00472431554777297,0.6439024390243903,2025-06-01,-0.28876987255680175,-0.28876987255680175,0.20345021678649827
Andhra Pradesh,Ananthapur,2025-07,1,191.0,6.0,0.007621184571937019,197.0,260.3333333333333,5544.7692307692305,0.003954652135917138,0.030456852791878174,2025-07-01,-0.3007485964468692,-0.3007485964468692,0.20081066943971201
Andhra Pradesh,Ananthapur,2025-08,29,249.0,200.0,0.0005989693458427659,449.0,352.0,5544.7692307692305,0.005347135282366834,0.44543429844098,2025-08-01,-0.2865765850839725,-0.2865765850839725,0.2039335141880225
Andhra Pradesh,Ananthapur,2025-09,32,70.0,219.0,0.00034938488916399086,289.0,311.6666666666667,5544.7692307692305,0.004734442697928968,0.7577854671280276,2025-09-01,-0.2955746875366053,-0.2955746875366053,0.20195075561766665
Andhra Pradesh,Ananthapur,2025-10,25,95.0,252.0,0.0005369646794846996,347.0,361.6666666666667,5544.7692307692305,0.0054939789596288036,0.7262247838616714,2025-10-01,-0.29231287539752593,-0.29231287539752593,0.20266950559942065
Andhra Pradesh,Ananthapur,2025-11,22,311.0,190.0,0.0008809906484864898,501.0,379.0,5544.7692307692305,0.005757284863684746,0.37924151696606784,2025-11-01,-0.2836522017868668,-0.2836522017868668,0.20457791072338818
Andhra Pradesh,Ananthapur,2025-12,32,182.0,161.0,0.0004146678788347712,343.0,397.0,5544.7692307692305,0.006030717917896686,0.46938775510204084,2025-12-01,-0.29253782795884176,-0.29253782795884176,0.20261993663516176
Andhra Pradesh,Ananthapur,NaT,598,2674.0,943.0,0.00023399338401012,3617.0,1487.0,5544.7692307692305,0.022588608422953075,0.26071329831351947,,-0.10841415652184215,-0.10841415652184215,0.24319213388106892
Andhra Pradesh,Ananthapuramu,2025-01,43,9320.0,82354.0,0.08247721336887667,91674.0,91674.0,7721.615384615385,1.0,0.8983354058948011,2025-01-01,3.3254319775822663,3.3254319775822663,0.9998503168167568
Andhra Pradesh,Ananthapuramu,2025-02,41,145.0,281.0,0.00040195922095396434,426.0,46050.0,7721.615384615385,0.5023234504875974,0.6596244131455399,2025-02-01,-0.28898610572278144,-0.28898610572278144,0.20340256916686977
Andhra Pradesh,Ananthapuramu,2025-03,64,316.0,262.0,0.00034938488916399086,578.0,30892.666666666668,7721.615384615385,0.33698395037487916,0.4532871972318339,2025-03-01,-0.2829652444582894,-0.2829652444582894,0.20472928380875544
Andhra Pradesh,Ananthapuramu,2025-04,47,201.0,184.0,0.00031689772763751514,385.0,463.0,7721.615384615385,0.005050505050505051,0.4779220779220779,2025-04-01,-0.2906101538270194,-0.2906101538270194,0.20304470534899272
Andhra Pradesh,Ananthapuramu,2025-05,14,167.0,21.0,0.0005195006162161564,188.0,383.6666666666667,7721.615384615385,0.004185119735875676,0.11170212765957446,2025-05-01,-0.29841350691323604,-0.29841350691323604,0.20132521334602246
Andhra Pradesh,Ananthapuramu,2025-06,43,221.0,358.0,0.0005209143981999214,579.0,384.0,7721.615384615385,0.0041887558086262195,0.6183074265975821,2025-06-01,-0.28292563352891775,-0.28292563352891775,0.2047380121945573
Andhra Pradesh,Ananthapuramu,2025-07,4,263.0,0.0,0.0025436187086541064,263.0,343.3333333333333,7721.615384615385,0.0037451549330599007,0.0,2025-07-01,-0.29544268721036165,-0.29544268721036165,0.20197984228116342
Andhra Pradesh,Ananthapuramu,2025-08,58,241.0,198.0,0.0002928146356625548,439.0,427.0,7721.615384615385,0.004657809193446343,0.4510250569476082,2025-08-01,-0.2884711636409499,-0.2884711636409499,0.20351603818229422
Andhra Pradesh,Ananthapuramu,2025-09,38,104.0,250.0,0.00036039264473226087,354.0,352.0,7721.615384615385,0.0038396928245740345,0.7062146892655368,2025-09-01,-0.2918380926375408,-0.2918380926375408,0.20277412538913445
Andhra Pradesh,Ananthapuramu,2025-10,31,107.0,360.0,0.0005827891264278022,467.0,420.0,7721.615384615385,0.004581451665684928,0.7708779443254818,2025-10-01,-0.28736205761854344,-0.28736205761854344,0.20376043298474683
Andhra Pradesh,Ananthapuramu,2025-11,25,182.0,218.0,0.0006189794576192503,400.0,407.0,7721.615384615385,0.004439644828413727,0.545,2025-11-01,-0.2900159898864445,-0.2900159898864445,0.2031756311360209
Andhra Pradesh,Ananthapuramu,2025-12,58,312.0,195.0,0.00033817088902258607,507.0,458.0,7721.615384615385,0.004995963959246897,0.38461538461538464,2025-12-01,-0.2857776204436771,-0.2857776204436771,0.204109568416822
